"vaccine","demo_group","demo_category","indicator_group","indicator_category","estimate","lower_ci","upper_ci","sample_size","month_label","start_survey","end_survey","dashboard_type","suppression_flag"
"COVID-19","Race and Ethnicity","White, non-Hispanic","Nothing","Nothing",30.887,29.0199972330277,32.8185563095924,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Practical issues","Avoid getting sick and missing work/other events",30.4111,28.2986397895848,32.609535982863,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Practical issues","Easier to get vaccine",27.7022,25.8238696086034,29.6624148059782,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Practical issues","Able to get free vaccine",28.4244,26.5319292045043,30.3960627664528,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Practical issues","Paid time off work to get vaccine",5.8949,4.87901865701461,7.10649575278367,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Practical issues","School/work requirement",13.1879,11.7926352074125,14.7207752733832,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Practical issues","Rewards or incentives",9.4069,8.1949457853011,10.7769549649046,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Side effects","More evidence vaccine is safe",20.4701,18.8434492859853,22.198783113316,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Side effects","Knowing someone who got really sick or died from disease",13.4429,11.9294395543323,15.1155180431439,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Side effects","Availability of vaccine with fewer/milder side effects",8.6211,7.42626184763907,9.98749945848576,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Increase in cases",14.5853,13.0880278192029,16.2219534878958,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",27.2987,25.397166769345,29.2867514336714,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Being at high risk of severe disease",22.7587,20.9461545882909,24.6791970231615,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Increase in severe illness/hospitalizations",14.0771,12.6226506856428,15.6689788304724,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Protect others",31.181,29.2451242281843,33.1849097201784,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Protect myself",40.2347,38.1449263971152,42.3605495517316,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Availability of nasal spray or patch instead of a shot",4.6318,3.83967562512303,5.57797668000052,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Other","Other",1.5384,1.11978153353916,2.11009596680348,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from CDC or health dept",14.4078,13.0040521341906,15.9352539893182,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from family/friend",6.8697,5.78678987112122,8.13778152463628,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from provider",24.2836,22.505987972996,26.154180517396,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from trusted community leader or public figure",2.4345,1.85607659804717,3.18741362806309,2727,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Nothing","Nothing",26.0005,24.151693271009,27.9387318083433,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Practical issues","Avoid getting sick and missing work/other events",33.8806,31.9683614461144,35.8469950524718,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Practical issues","Easier to get vaccine",32.1178,30.2384351698038,34.0570083869885,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Practical issues","Able to get free vaccine",29.4299,27.6043239247303,31.3240523416373,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Practical issues","Paid time off work to get vaccine",3.7888,2.99260023549225,4.78637338999831,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Practical issues","School/work requirement",11.1092,9.78950806643681,12.5818926504424,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Practical issues","Rewards or incentives",8.4124,7.32327407166163,9.64652894231027,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Side effects","More evidence vaccine is safe",11.7178,10.4070507254755,13.1694413641779,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Side effects","Knowing someone who got really sick or died from disease",7.0989,5.95784626959147,8.43896201453429,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Side effects","Availability of vaccine with fewer/milder side effects",4.6855,3.9161521513927,5.59706784334531,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Increase in cases",10.5874,9.3625167650169,11.9514488123116,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",17.4172,15.9171665086597,19.0266865277281,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Being at high risk of severe disease",19.9553,18.1114577049414,21.9364922729114,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Increase in severe illness/hospitalizations",9.7701,8.5477120304956,11.1460271643215,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Other","Other",2.2043,1.62042533394936,2.99222855542065,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Protect others",30.8188,28.8016257344567,32.9118918667446,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Protect myself",49.2407,47.1111365600271,51.3730908716462,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Availability of nasal spray or patch instead of a shot",3.6927,2.83370988892313,4.799200723344,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from CDC or health dept",12.484,11.239206651092,13.8452005557197,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from family/friend",6.7813,5.72063264932365,8.02186742252702,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from provider",25.0058,23.187748313634,26.9164860987395,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from trusted community leader or public figure",2.2471,1.62374589454049,3.10212799699509,2720,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Nothing","Nothing",18.6193,15.6179988363917,22.0466193460937,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Practical issues","Avoid getting sick and missing work/other events",31.7205,28.0968154297525,35.5803372543356,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Practical issues","Easier to get vaccine",35.606,31.7355839614682,39.6741224173796,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Practical issues","Able to get free vaccine",30.2326,26.7072294421201,34.0074403382303,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Practical issues","Paid time off work to get vaccine",0.6383,0.249139601902263,1.62566611375903,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Practical issues","School/work requirement",1.9561,1.12981334690933,3.36614852713213,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Practical issues","Rewards or incentives",3.6327,2.3504520008317,5.57444109628328,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Side effects","More evidence vaccine is safe",21.8261,18.5940033285234,25.4444739436868,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Side effects","Knowing someone who got really sick or died from disease",6.8088,5.02384704272469,9.16669846110179,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Side effects","Availability of vaccine with fewer/milder side effects",8.5981,6.34650589593882,11.5500727929898,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Other","Other",1.6805,0.933952874852467,3.00561084775238,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Increase in cases",11.6791,9.27117693140413,14.6117770568793,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",27.0337,23.4754107430337,30.9135549286809,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Being at high risk of severe disease",39.4069,35.5277227151629,43.4243199833538,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Increase in severe illness/hospitalizations",13.0356,10.4644694636713,16.1247292547576,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Protect others",25.7156,22.2007893562944,29.5754187435601,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Protect myself",51.1547,46.9601180882942,55.3331501220792,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Thinking and feeling","Availability of nasal spray or patch instead of a shot",6.6497,4.96942383356727,8.84522133685591,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from CDC or health dept",16.9883,14.3090086492573,20.0517934870338,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from family/friend",4.7455,3.17000022499673,7.04702871200923,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from provider",47.7687,43.5621878536614,52.0070572077752,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","White, non-Hispanic","Social processes","Recommendation from trusted community leader or public figure",2.2702,1.34660432372817,3.80271778385687,726,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Urbanicity","Rural","Practical issues","Easier to get vaccine",21.3221,18.3179969638947,24.6701131460909,715,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
